id,count
0,35
1,41
2,41
3,44
4,41
5,41
6,35
7,36
8,27
9,24
10,16
11,22
12,23
13,25
14,15
15,16
16,15
17,25
18,31
19,25
20,24
21,26
22,23
23,23
24,22
25,23
26,21
27,23
28,26
29,27
30,23
31,22
32,21
33,19
34,19
35,23
36,25
37,25
38,27
39,25
40,24
41,21
42,20
43,20
44,24
45,22
46,21
47,18
48,28
49,25
50,19
51,15
52,17
53,18
54,24
55,27
56,23
57,28
58,27
59,16
60,16
61,16
62,22
63,23
64,31
65,27
66,33
67,36
68,36
69,36
70,34
71,34
72,46
73,42
74,48
75,44
76,37
77,33
78,35
79,34
80,37
81,35
82,39
83,44
84,31
85,34
86,31
87,31
88,32
89,28
90,30
91,26
92,26
93,30
94,33
95,25
96,28
97,30
98,31
99,32
100,28
101,26
102,21
103,22
104,20
105,21
106,21
107,32
108,29
109,26
110,24
111,27
112,40
113,46
114,33
115,30
116,37
117,41
118,40
119,37
120,34
121,33
122,36
123,31
124,31
125,28
126,29
127,32
128,34
129,38
130,35
131,36
132,44
133,39
134,33
135,41
136,40
137,41
138,41
139,43
140,39
141,33
142,26
143,29
144,34
145,35
146,26
147,33
148,37
149,35
150,32
151,29
152,30
153,29
154,29
155,29
156,29
157,35
158,28
159,32
160,33
161,35
162,36
163,35
164,37
165,42
166,43
167,39
168,38
169,34
170,31
171,29
172,29
173,31
174,36
175,36
176,37
177,42
178,45
179,44
180,53
181,47
182,36
183,31
184,39
185,37
186,38
187,33
188,34
189,26
190,28
191,28
192,31
193,36
194,38
195,37
196,36
197,25
198,27
199,31
200,31
201,31
202,30
203,31
204,30
205,31
206,27
207,24
208,27
209,26
210,27
211,27
212,25
213,28
214,26
215,27
216,31
217,30
218,29
219,40
220,43
221,40
222,38
223,40
224,33
225,29
226,24
227,28
228,26
229,28
230,23
231,32
232,29
233,34
234,36
235,36
236,36
237,33
238,23
239,23
240,26
241,25
242,29
243,34
244,35
245,36
246,36
247,32
248,35
249,34
250,36
251,31
252,31
253,33
254,35
255,30
256,30
257,35
258,35
259,22
260,18
261,18
262,19
263,24
264,28
265,31
266,25
267,23
268,22
269,29
270,30
271,37
272,37
273,33
274,35
275,33
276,44
277,34
278,34
279,40
280,40
281,43
282,43
283,36
284,29
285,29
286,27
287,30
288,34
